gene1,gene2,gene1_name,gene2_name,pct_identity,alignment_score,alignment_len,family_30pct,family_50pct,family_80pct,pi2_estimate
YDR123C,YGR044C,INO2,RME1,0.34,0.0034,300,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0034
YDR123C,YHL009C,INO2,YAP3,0.32,0.0032,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0032
YDR123C,YHL027W,INO2,RIM101,0.44,0.0044,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0044
YDR123C,YHR006W,INO2,STP2,0.36,0.0036,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0036
YDR123C,YHR084W,INO2,STE12,0.1,0.001,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.001
YDR123C,YHR124W,INO2,NDT80,0.44,0.0044,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0044
YDR123C,YHR177W,INO2,ROF1,0.13,0.0013,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0013
YDR123C,YHR178W,INO2,STB5,0.29,0.0029,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0029
YDR123C,YHR206W,INO2,SKN7,0.44,0.0044,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0044
YDR123C,YIL036W,INO2,CST6,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YIL101C,INO2,XBP1,0.11,0.0011,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0011
YDR123C,YIL131C,INO2,FKH1,0.26,0.0026,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0026
YDR123C,YIR018W,INO2,YAP5,0.19,0.0019,245,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0019
YDR123C,YIR023W,INO2,DAL81,0.41,0.0041,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0041
YDR123C,YJL056C,INO2,ZAP1,0.34,0.0034,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0034
YDR123C,YJL089W,INO2,SIP4,0.27,0.0027,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0027
YDR123C,YJL103C,INO2,GSM1,0.22,0.0022,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0022
YDR123C,YJL110C,INO2,GZF3,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YJR060W,INO2,CBF1,0.47,0.0047,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0047
YDR123C,YJR094C,INO2,IME1,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YKL015W,INO2,PUT3,0.4,0.004,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.004
YDR123C,YKL032C,INO2,IXR1,0.12,0.0012,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0012
YDR123C,YKL038W,INO2,RGT1,0.34,0.0034,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0034
YDR123C,YKL062W,INO2,MSN4,0.55,0.0055,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0055
YDR123C,YKL109W,INO2,HAP4,0.36,0.0036,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0036
YDR123C,YKL112W,INO2,ABF1,0.3,0.003,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.003
YDR123C,YKL185W,INO2,ASH1,0.11,0.0011,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0011
YDR123C,YKR034W,INO2,DAL80,0.53,0.0053,269,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0053
YDR123C,YKR099W,INO2,BAS1,0.55,0.0055,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0055
YDR123C,YLR014C,INO2,PPR1,0.42,0.0042,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0042
YDR123C,YLR098C,INO2,CHA4,0.11,0.0011,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0011
YDR123C,YLR131C,INO2,ACE2,0.28,0.0028,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0028
YDR123C,YLR176C,INO2,RFX1,0.27,0.0027,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0027
YDR123C,YLR228C,INO2,ECM22,0.46,0.0046,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0046
YDR123C,YLR256W,INO2,HAP1,0.46,0.0046,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0046
YDR123C,YLR266C,INO2,PDR8,0.81,0.0081,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0081
YDR123C,YLR451W,INO2,LEU3,0.09,0.0009,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0009
YDR123C,YML007W,INO2,YAP1,0.22,0.0022,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0022
YDR123C,YML076C,INO2,WAR1,0.41,0.0041,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0041
YDR123C,YML081W,INO2,TDA9,0.59,0.0059,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0059
YDR123C,YML099C,INO2,ARG81,0.26,0.0026,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0026
YDR123C,YMR019W,INO2,STB4,0.24,0.0024,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0024
YDR123C,YMR021C,INO2,MAC1,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YMR037C,INO2,MSN2,0.51,0.0051,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0051
YDR123C,YMR042W,INO2,ARG80,0.0,0.0,177,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YMR043W,INO2,MCM1,0.0,0.0,286,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YMR070W,INO2,MOT3,0.14,0.0014,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0014
YDR123C,YMR164C,INO2,MSS11,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YMR172W,INO2,HOT1,0.2,0.002,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.002
YDR123C,YMR280C,INO2,CAT8,0.3,0.003,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.003
YDR123C,YNL027W,INO2,CRZ1,1.4,0.014,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.014
YDR123C,YNL068C,INO2,FKH2,0.35,0.0035,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0035
YDR123C,YNL103W,INO2,MET4,0.21,0.0021,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0021
YDR123C,YNL167C,INO2,SKO1,0.65,0.0065,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0065
YDR123C,YNL199C,INO2,GCR2,0.24,0.0024,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0024
YDR123C,YNL216W,INO2,RAP1,0.45,0.0045,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0045
YDR123C,YNL314W,INO2,DAL82,0.0,0.0,255,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YOL067C,INO2,RTG1,0.21,0.0021,177,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0021
YDR123C,YOL108C,INO2,INO4,0.22,0.0022,151,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0022
YDR123C,YOR028C,INO2,CIN5,0.0,0.0,295,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YOR113W,INO2,AZF1,0.17,0.0017,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0017
YDR123C,YOR140W,INO2,SFL1,0.19,0.0019,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0019
YDR123C,YOR162C,INO2,YRR1,0.27,0.0027,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0027
YDR123C,YOR337W,INO2,TEA1,0.0,0.0,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0
YDR123C,YOR344C,INO2,TYE7,0.17,0.0017,291,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0017
YDR123C,YOR358W,INO2,HAP5,0.37,0.0037,242,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0037
YDR123C,YOR363C,INO2,PIP2,0.16,0.0016,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0016
YDR123C,YPL038W,INO2,MET31,0.42,0.0042,177,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0042
YDR123C,YPL075W,INO2,GCR1,0.28,0.0028,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0028
YDR123C,YPL089C,INO2,RLM1,0.21,0.0021,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0021
YDR123C,YPL133C,INO2,RDS2,0.13,0.0013,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0013
YDR123C,YPL202C,INO2,AFT2,0.28,0.0028,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0028
YDR123C,YPL230W,INO2,USV1,0.6,0.006,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.006
YDR123C,YPL248C,INO2,GAL4,0.09,0.0009,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0009
YDR123C,YPR008W,INO2,HAA1,0.61,0.0061,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0061
YDR123C,YPR065W,INO2,ROX1,0.92,0.0092,304,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0092
YDR123C,YPR199C,INO2,ARR1,0.68,0.0068,294,YDR123C_cluster,YDR123C_cluster,YDR123C_cluster,0.0068
YDR146C,YDR207C,SWI5,UME6,1.07,0.0107,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0107
YDR146C,YDR213W,SWI5,UPC2,1.34,0.0134,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0134
YDR146C,YDR216W,SWI5,ADR1,1.05,0.0105,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0105
YDR146C,YDR253C,SWI5,MET32,0.11,0.0011,191,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0011
YDR146C,YDR310C,SWI5,SUM1,1.33,0.0133,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0133
YDR146C,YDR423C,SWI5,CAD1,0.54,0.0054,409,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0054
YDR146C,YDR463W,SWI5,STP1,0.5,0.005,519,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.005
YDR146C,YEL009C,SWI5,GCN4,0.1,0.001,281,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.001
YDR146C,YER028C,SWI5,MIG3,0.74,0.0074,394,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0074
YDR146C,YER040W,SWI5,GLN3,1.52,0.0152,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0152
YDR146C,YER045C,SWI5,ACA1,0.51,0.0051,489,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0051
YDR146C,YER068W,SWI5,MOT2,0.55,0.0055,587,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0055
YDR146C,YER111C,SWI5,SWI4,0.98,0.0098,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0098
YDR146C,YER130C,SWI5,COM2,0.35,0.0035,443,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0035
YDR146C,YER169W,SWI5,RPH1,0.61,0.0061,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0061
YDR146C,YFL021W,SWI5,GAT1,1.27,0.0127,510,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0127
YDR146C,YFL031W,SWI5,HAC1,0.64,0.0064,238,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0064
YDR146C,YFL052W,SWI5,ZNF1,0.43,0.0043,465,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0043
YDR146C,YFR034C,SWI5,PHO4,0.4,0.004,312,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.004
YDR146C,YGL013C,SWI5,PDR1,0.69,0.0069,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0069
YDR146C,YGL035C,SWI5,MIG1,1.28,0.0128,504,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0128
YDR146C,YGL071W,SWI5,AFT1,0.88,0.0088,690,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0088
YDR146C,YGL073W,SWI5,HSF1,0.53,0.0053,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0053
YDR146C,YGL162W,SWI5,SUT1,0.71,0.0071,299,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0071
YDR146C,YGL166W,SWI5,CUP2,0.43,0.0043,225,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0043
YDR146C,YGL209W,SWI5,MIG2,0.28,0.0028,382,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0028
YDR146C,YGL237C,SWI5,HAP2,0.53,0.0053,265,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0053
YDR146C,YGL254W,SWI5,FZF1,0.5,0.005,299,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.005
YDR146C,YGR044C,SWI5,RME1,0.1,0.001,300,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.001
YDR146C,YHL009C,SWI5,YAP3,0.39,0.0039,330,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0039
YDR146C,YHL027W,SWI5,RIM101,0.61,0.0061,625,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0061
YDR146C,YHR006W,SWI5,STP2,0.65,0.0065,541,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0065
YDR146C,YHR084W,SWI5,STE12,0.29,0.0029,688,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0029
YDR146C,YHR124W,SWI5,NDT80,0.61,0.0061,627,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0061
YDR146C,YHR177W,SWI5,ROF1,0.79,0.0079,453,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0079
YDR146C,YHR178W,SWI5,STB5,0.35,0.0035,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0035
YDR146C,YHR206W,SWI5,SKN7,0.84,0.0084,622,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0084
YDR146C,YIL036W,SWI5,CST6,0.47,0.0047,587,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0047
YDR146C,YIL101C,SWI5,XBP1,0.83,0.0083,647,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0083
YDR146C,YIL131C,SWI5,FKH1,0.6,0.006,484,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.006
YDR146C,YIR018W,SWI5,YAP5,0.0,0.0,245,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0
YDR146C,YIR023W,SWI5,DAL81,1.18,0.0118,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0118
YDR146C,YJL056C,SWI5,ZAP1,0.77,0.0077,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0077
YDR146C,YJL089W,SWI5,SIP4,0.67,0.0067,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0067
YDR146C,YJL103C,SWI5,GSM1,1.23,0.0123,618,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0123
YDR146C,YJL110C,SWI5,GZF3,0.57,0.0057,551,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0057
YDR146C,YJR060W,SWI5,CBF1,0.29,0.0029,351,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0029
YDR146C,YJR094C,SWI5,IME1,0.48,0.0048,360,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0048
YDR146C,YKL015W,SWI5,PUT3,0.72,0.0072,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0072
YDR146C,YKL032C,SWI5,IXR1,0.74,0.0074,597,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0074
YDR146C,YKL038W,SWI5,RGT1,0.54,0.0054,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0054
YDR146C,YKL062W,SWI5,MSN4,0.84,0.0084,630,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0084
YDR146C,YKL109W,SWI5,HAP4,1.05,0.0105,554,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0105
YDR146C,YKL112W,SWI5,ABF1,0.78,0.0078,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0078
YDR146C,YKL185W,SWI5,ASH1,0.95,0.0095,588,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0095
YDR146C,YKR034W,SWI5,DAL80,0.21,0.0021,269,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0021
YDR146C,YKR099W,SWI5,BAS1,0.54,0.0054,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0054
YDR146C,YLR014C,SWI5,PPR1,0.57,0.0057,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0057
YDR146C,YLR098C,SWI5,CHA4,0.75,0.0075,648,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0075
YDR146C,YLR131C,SWI5,ACE2,4.43,0.0443,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0443
YDR146C,YLR176C,SWI5,RFX1,1.01,0.0101,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0101
YDR146C,YLR228C,SWI5,ECM22,0.94,0.0094,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0094
YDR146C,YLR256W,SWI5,HAP1,1.03,0.0103,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0103
YDR146C,YLR266C,SWI5,PDR8,0.58,0.0058,701,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0058
YDR146C,YLR451W,SWI5,LEU3,0.51,0.0051,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0051
YDR146C,YML007W,SWI5,YAP1,0.68,0.0068,650,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0068
YDR146C,YML076C,SWI5,WAR1,0.31,0.0031,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0031
YDR146C,YML081W,SWI5,TDA9,0.47,0.0047,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0047
YDR146C,YML099C,SWI5,ARG81,0.64,0.0064,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0064
YDR146C,YMR019W,SWI5,STB4,0.43,0.0043,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0043
YDR146C,YMR021C,SWI5,MAC1,0.18,0.0018,417,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0018
YDR146C,YMR037C,SWI5,MSN2,1.02,0.0102,704,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0102
YDR146C,YMR042W,SWI5,ARG80,0.46,0.0046,177,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0046
YDR146C,YMR043W,SWI5,MCM1,0.64,0.0064,286,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0064
YDR146C,YMR070W,SWI5,MOT3,0.53,0.0053,490,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0053
YDR146C,YMR164C,SWI5,MSS11,0.72,0.0072,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0072
YDR146C,YMR172W,SWI5,HOT1,0.43,0.0043,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0043
YDR146C,YMR280C,SWI5,CAT8,1.01,0.0101,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0101
YDR146C,YNL027W,SWI5,CRZ1,0.97,0.0097,678,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0097
YDR146C,YNL068C,SWI5,FKH2,0.59,0.0059,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0059
YDR146C,YNL103W,SWI5,MET4,0.82,0.0082,672,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0082
YDR146C,YNL167C,SWI5,SKO1,0.99,0.0099,647,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0099
YDR146C,YNL199C,SWI5,GCR2,0.99,0.0099,534,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0099
YDR146C,YNL216W,SWI5,RAP1,0.47,0.0047,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0047
YDR146C,YNL314W,SWI5,DAL82,1.06,0.0106,255,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0106
YDR146C,YOL067C,SWI5,RTG1,0.23,0.0023,177,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0023
YDR146C,YOL108C,SWI5,INO4,0.24,0.0024,151,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0024
YDR146C,YOR028C,SWI5,CIN5,0.51,0.0051,295,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0051
YDR146C,YOR113W,SWI5,AZF1,1.21,0.0121,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0121
YDR146C,YOR140W,SWI5,SFL1,0.9,0.009,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.009
YDR146C,YOR162C,SWI5,YRR1,0.33,0.0033,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0033
YDR146C,YOR337W,SWI5,TEA1,0.48,0.0048,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0048
YDR146C,YOR344C,SWI5,TYE7,0.61,0.0061,291,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0061
YDR146C,YOR358W,SWI5,HAP5,0.32,0.0032,242,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0032
YDR146C,YOR363C,SWI5,PIP2,0.9,0.009,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.009
YDR146C,YPL038W,SWI5,MET31,0.23,0.0023,177,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0023
YDR146C,YPL075W,SWI5,GCR1,1.1,0.011,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.011
YDR146C,YPL089C,SWI5,RLM1,1.05,0.0105,676,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0105
YDR146C,YPL133C,SWI5,RDS2,0.61,0.0061,446,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0061
YDR146C,YPL202C,SWI5,AFT2,0.36,0.0036,416,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0036
YDR146C,YPL230W,SWI5,USV1,0.65,0.0065,391,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0065
YDR146C,YPL248C,SWI5,GAL4,0.77,0.0077,709,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0077
YDR146C,YPR008W,SWI5,HAA1,0.36,0.0036,694,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0036
YDR146C,YPR065W,SWI5,ROX1,1.05,0.0105,368,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.0105
YDR146C,YPR199C,SWI5,ARR1,0.2,0.002,294,YDR146C_cluster,YDR146C_cluster,YDR146C_cluster,0.002
YDR207C,YDR213W,UME6,UPC2,1.26,0.0126,836,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0126
YDR207C,YDR216W,UME6,ADR1,1.54,0.0154,836,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0154
YDR207C,YDR253C,UME6,MET32,0.3,0.003,191,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.003
YDR207C,YDR310C,UME6,SUM1,1.98,0.0198,836,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0198
YDR207C,YDR423C,UME6,CAD1,0.67,0.0067,409,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0067
YDR207C,YDR463W,UME6,STP1,0.92,0.0092,519,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0092
YDR207C,YEL009C,UME6,GCN4,0.19,0.0019,281,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0019
YDR207C,YER028C,UME6,MIG3,0.85,0.0085,394,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0085
YDR207C,YER040W,UME6,GLN3,2.73,0.0273,730,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0273
YDR207C,YER045C,UME6,ACA1,0.55,0.0055,489,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0055
YDR207C,YER068W,UME6,MOT2,1.09,0.0109,587,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0109
YDR207C,YER111C,UME6,SWI4,1.42,0.0142,836,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0142
YDR207C,YER130C,UME6,COM2,1.23,0.0123,443,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0123
YDR207C,YER169W,UME6,RPH1,0.95,0.0095,796,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0095
YDR207C,YFL021W,UME6,GAT1,1.09,0.0109,510,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0109
YDR207C,YFL031W,UME6,HAC1,0.39,0.0039,238,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0039
YDR207C,YFL052W,UME6,ZNF1,0.16,0.0016,465,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0016
YDR207C,YFR034C,UME6,PHO4,0.54,0.0054,312,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0054
YDR207C,YGL013C,UME6,PDR1,0.98,0.0098,836,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0098
YDR207C,YGL035C,UME6,MIG1,1.17,0.0117,504,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0117
YDR207C,YGL071W,UME6,AFT1,1.44,0.0144,690,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0144
YDR207C,YGL073W,UME6,HSF1,1.38,0.0138,833,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0138
YDR207C,YGL162W,UME6,SUT1,0.82,0.0082,299,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0082
YDR207C,YGL166W,UME6,CUP2,0.49,0.0049,225,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0049
YDR207C,YGL209W,UME6,MIG2,0.85,0.0085,382,YDR207C_cluster,YDR207C_cluster,YDR207C_cluster,0.0085
